Title,Review,Rating,Date
Pretty but,"This was a miss for me. the armholes are too low, it's lined and heavy. way too long. just didn't wow me. the lace is sturdy and beautiful, though.",4,20/05/2018
Love this top,"I'm 5'9 and 150 pounds and got a medium. the cut is very flattering on me and i have received many compliments when i wear it. it is lined, so no need to wear a cami underneath.",5,09/05/2018
If you're short...this is long!,"I'm only 4'11"" and this top comes to the top of my knees. i could wear it as a mini-dress. lol! so, it is definitely a tunic for us shorter gals. now, it can be shortened. the underlayer can be cut and rehemmed shorter. then the over-lay lace has to be very gently snipped around the scallop pattern a few rows up. i'm debating whether i should do it or not. the bottom is simply a snipped off row from the fabric to create the scallop lace trim anyway.

as far as sizing, it's tailored. i didn't f",5,01/03/2018
Not my thing...,"This shirt was just really missing something for me. i originally liked the patter of the small dots all over the fabric, especially with the sleeves being more sheer than the rest of the blouse. i also am tending to gravitate toward clothes that hide my residual baby fat in my midsection. however, the tie is very high up on the neck and it made me feel like i was wearing a turtleneck. i rarely wear turtle necks because they make me feel like i am choking. in addition, the bow seemed to be too t",2,20/07/2018
So-so,"I had been eyeing this top for a while so i was so happy to see it go on sale! i was so excited that i went to my local retailer to try to purchase it right away. unfortunately this top did not fit me right. on the model it looks adorable, on me it was frumpy & ugly. the petite is sold out so i tried a regular medium (i'm usually in-between a medium & a large) & it fit me big & just didn't do anything to my figure. i agree with the other reviewers that the bow was too thin & flimsy & needed to be",3,10/04/2018
Sweet,"I saw this in the rockefeller store and picked it right up. i don't wear red so this shade or burgundy was more my color. the fit is perfect (sometimes buy a m at retailer but the small was perfect, which is what i'd wear at in most brands). i was slightly shocked it cost more than the other tops i bought, but it was too pretty to put back. wore with dark flare jeans to dinner that very night!",5,04/12/2018
It's okay,"Ahhh, i should have listened to previous reviews. indeed, this top runs very large. style wise, it is ok. i would say you could do much better at retailer.",3,04/09/2018
Nice,"Darling top, lovely dark rich raspberry red color. runs very large so definitely size down. i ordered the s and m. i am usually m but went with the small. the s was smaller in the shoulders of course but not terribly- it was only an issue when i hugged myself. in the picture it looks like it fits her very well. i don't feel like it fits me quite as well- it's borderline maternity-ish... just a little too large and should come in at the waist just a touch more. i agree the bow i.e. seems weak (fa",4,17/07/2018
Disappointed,I'd been wanting the blouse for quite a while but hesitated based on reading reviews. when it went on sale i thought i'd try but it was like a tent on me. the fabric was pretty but just hung without any resemblance to photo. too bad because the color was gorgeous & could have been a favorite of looked like photo.,3,08/05/2018
Petite on this one (5 foot one and a half lol),"So i tried on the regular size in the store, and love the top, but looked too big on me.

color is gorgeous and rich, the sheer adds a little whimsical to it, and i love the tie-neck trend of lately. would go nicely with jeans (skinny or flare) or trousers, not sure about a skirt though,.",5,14/05/2018
Cute blouse,"Bought it on sale and i am keeping it. it is well made an the material seems to be of good quality. however, i believe this would be more flattering on someone less curvy - less hips, smaller bust - as it makes me look slightly pregnant. still, i am keeping it to use on those days i just don't feel like dressing up for work. i bought a large (i'm a 36-38c), but i think i could've gotten away with a medium.",3,19/08/2018
Lovely,"This is such a lovely blouse! the color is true to the picture. i am a bigger girl--5'9"" and size 12, and i bought the large. the fit was beautiful--it was forgiving on my less-than-perfect midsection, but wasn't billowy at all. it did not pull around the shoulders or bust the way some button-up blouses do.",5,11/06/2018
Pretty- soft fabric and nice color.,I tried this in the store and i liked it. the color is very pretty and the fabric is soft and drapey and feels like good quality. i like the little subtle dots. i ultimately did not buy it because the tie at the throat is not my style and because i just don't need this kind of piece enough in my wardrobe at the moment. but it is a very nice top and i would recommend it if you like the color and style.,5,14/03/2018
